token_final,label
"['서울', '지방', '병무청', '탈의실', '에', '설치', '된', '에', '대한', '진상', '규명', '을', '요구', '한', '다', '또한', '인권위', '의', '미온', '적', '대응', '을', '규탄', '한다', '본인', '경', '서울', '지방', '병무청', '제', '검사', '탈의실', '수', '것', '발견', '탈의실', '천장', '를', '발견', '것', '본인', '이', '경악', '탈의실', '를', '설치', '것', '개인정보보호법', '항', '위반', '사안', '법적', '문제', '촬영', '성폭력', '범죄', '처벌', '등', '관', '특례법', '항', '위반', '또한', '법적', '제일', '뿐', '개인', '자유', '침해', '성적', '수치심', '매우', '윤리', '문제', '불법', '카메라', '그', '자체', '문제', '공공기관', '탈의실', '불법', '비', '윤리', '카메라', '설치', '운영', '상황', '발생', '도대체', '한국', '정부', '인권', '무엇', '생각', '것', '발견', '직후', '인권위', '진정', '인권위', '현재', '조사', '진행', '답변', '병무청', '답변', '더', '이상', '답변', '것', '의미', '생각', '본인', '모', '커뮤니티', '이', '사실', '이후', '이슈', '화가', '병무청', '운영', '대답', '이', '대한', '조사', '경과', '발표', '사과', '책임', '대응', '전혀', '개인', '자유', '권리', '본질', '내용', '침해', '강제', '징집', '국제노동기구', '인정', '강제', '징용', '강제노동', '남성', '국가', '신체', '감시', '사건', '한국', '정부', '병역의무', '인권', '생각', '언제', '국가', '개인', '노예', '취급', '것', '백원', '시급', '강제', '폭력', '속', '것', '모자라', '이제', '어처구니', '일', '것', '경악', '수', '이', '본인', '위', '사실', '규탄', '아래', '대응', '요구', '서울', '지방', '병무청', '징병검사', '소', '탈의실', '설치', '경위', '운영', '여부', '관리', '역', '등', '대해', '낱낱이', '조사', '그', '진상', '병무청장', '지방', '병무청장', '이', '사건', '책임', '지고', '사퇴', '하라', '자진사퇴', '거부', '정부', '이', '파면', '이', '사건', '관련', '책임자', '담당자', '처벌', '병무', '정장', '명의', '사과문', '병무청', '사이트', '비롯', '온라인과', '전국', '신체검사', '소', '신체검사', '대상', '그', '사과', '내용', '알게', '사과', '내용', '조사', '경과', '언론', '배포', '이유', '인권위', '위', '민원', '무시', '조사', '책임자', '문책', '병무청', '제보자', '민원', '보복', '감시', '제보자', '민원', '적극', '보호', '한국', '정부', '남성', '강제', '징집', '강제노동', '대해', '최저임금', '배', '이상', '시급', '지급', '내', '현재', '징병제', '개혁', '강제', '징집', '강제', '징용', '강제노동', '폐지', '또한', '지금', '강제', '피해', '당한', '당사자', '사과', '합당', '피해', '보상금', '제공', '각주', '개인정보보호법', '제', '항제', '설치', '운영', '제한', '누구', '불', '특정', '다수', '이용', '목욕실', '화장실', '발', '한실', '탈의실', '등', '개인', '사생활', '현저', '침해', '우려', '장소', '내부', '볼', '수', '영상', '정보처리', '기기', '설치', '운영', '다만', '교도소', '정신', '보건', '시설', '등', '법령', '근거', '사람', '구금', '거나', '보호', '시설', '로서', '대통령령', '정', '시설', '대하', '여', '각주', '개인정보보호법', '제', '항', '호', '다음', '각', '호의', '하나', '해당', '자', '이하', '과태료', '부과', '제', '항', '위반', '영상', '정보처리', '기기', '설치', '운영', '자각', '주', '성폭력', '범죄', '처벌', '등', '관', '특례법', '제', '등', '이용', '촬영', '항', '카메라', '그', '이', '기능', '기계', '장치', '이용', '성적', '욕망', '수치심', '유발', '수', '사람', '신체', '촬영', '대상자', '의사', '촬영', '이하', '징역', '이하', '벌금', '처', '개정', '각주', '국제노동기구', '제', '호', '강제', '근로', '협약', '제', '호', '강제', '근로', '폐지', '협약', '제', '호', '정치', '견해', '기존', '정치', '사회', '제도', '사상', '반대', '견해', '발표', '것', '대한', '제재', '및', '정치', '억압', '교육', '수단', '발전', '목적', '노동', '동원', '이용', '경우', '노동', '규제', '수단', '파업', '참가', '대한', '제재', '마', '인종', '사회', '민족', '종교', '차별', '대우', '수단']",NO
"['유아', '학비', '보육료', '지원', '에서', '가정', '보육', '하', '는', '가정', '에는', '양육', '수당', '지원', '부탁드립니다', '코로나', '로', '유치원', '입학', '못', '가정', '내', '양육', '학부', '유치원', '입학', '위해', '기존', '수당', '유아', '학비', '전환', '지라', '현재', '양육', '수당', '것', '못', '가정', '중이', '긴급', '이용', '아동', '대해', '유아', '학비', '원금', '모두', '유치원', '지원', '게', '생각', '가정', '가정', '유아', '학비', '정부', '세', '가정', '보육', '시', '수당', '나오니', '원금', '가정', '게', '생각', '청원', '글', '작성', '선생님', '굳이', '탄력', '근무', '교대근무', '정도', '이해', '생각', '듭니', '아이', '마당', '왜', '출근', '겁', '그', '아이', '코로나', '바이러스', '외부', '접촉', '수', '최소', '것', '것', '추경', '예산', '양육', '수당', '지원', '것', '미래', '우리', '아이', '짊어져', '빚', '기관', '이용', '아이', '학비', '원금', '일부', '수당', '형편', '지원', '코로나', '로부터', '이', '글']",NO
"['전', '도의', '원', '부인', '씨', '사기', '행각', '이', '젠', '멈추게', '해야', '합니다', '저', '르', '장내', '연구소', '근무', '소장', '임', '가뜩이나', '시국', '소상', '공인', '접근', '금전', '정신', '피해', '전', '도의', '씨현', '협회', '근무', '부인', '씨', '수년', '지속', '온', '행각', '이제', '저', '악연', '중순', '경', '시작', '제', '수업', '대학교', '저', '집', '방', '차례', '저', '설득', '여기', '저', '현재', '씨', '상태', '고소', '내용', '먹거리', '통한', '농업', '법인', '취지', '원고', '임', '업체', '뒤', '주주', '약', '여명', '중', '명의', '투', '자금', '약', '미기', '재', '약', '별도', '수강생', '수강', '료', '매장', '포스', '현금', '씨', '본인', '마음대로', '사용', '그것', '모자라', '임', '기도', '이', '사건', '급여', '문제', '고용노동부', '민원', '상태', '조사', '피해자', '피해', '사실', '확인', '및', '피해', '자료', '바탕', '담당', '변호사', '제출', '상태', '서류', '미기', '재', '왜', '자기', '개인', '준', '돈', '투', '자금', '안', '오히려', '일부', '자기', '투', '자금', '처리', '씨', '저', '자신', '소원', '늘', '빵', '점', '남편', '정치인', '오빠', '점', '자신', '모', '정치인', '트위터', '홍보', '담당', '모', '정치인', '남편', '배경', '점', '등', '하자', '계속', '설득', '남편', '선거인', '명단', '명', '본인', '일', '매장', '동원', '인원', '여명', '판매', '문제', '게', '호언', '장담', '저', '제', '발효', '빵', '일자리', '창', '출하', '수업', '것', '대한', '바람', '이점', '농업', '법인', '매장', '제', '대로', '경력', '단절', '여성', '다문화', '가정', '등', '통해', '고용', '창', '수', '정부', '지원', '수', '계속', '일', '진행', '신문', '제', '말', '자신', '것', '포장', '거짓', '일', '애초', '농업', '법인', '생각', '줄', '실무', '여러', '가지', '일', '정도', '게', '제', '자신', '얼마나', '자신', '거짓', '포장', '새', '말', '틈', '그것', '중독', '것', '외', '줄', '게', '사실', '정말', '보고', '정도', '행정', '능력', '회계', '처리', '기록', '마음', '때문', '수년', '내용', '방법', '사람', '것', '봉사', '종교', '말', '그녀', '상공', '경력', '단절', '여성', '쉐프', '농부', '접근', '일', '벌이', '의적', '금전', '피해', '행위', '이제', '명의', '목사', '설득', '그', '사람', '씨', '자신', '수십', '명', '농업', '법인', '주주', '명목', '투', '자금', '시작', '우선', '매장', '본인', '이름', '계약', '씨', '개인', '사업자', '대표', '저', '급여', '약속', '고용', '일', '시작', '오픈', '자마자', '빵', '수업', '지속', '다른', '것', '생각', '겨를', '시간', '씨', '개월', '점점', '본색', '시작', '순간', '아차', '고민', '당시', '직원', '명', '고용', '상황', '그', '생계', '중단', '중', '날', '씨', '자신', '역자', '란', '분', '모시', '매장', '대표', '예정', '우선', '그', '사람', '저', '제의', '깜짝', '오픈', '비용', '수강', '료', '등', '자신', '돈', '책임', '온', '분', '모든', '것', '그때', '저', '제동', '고소', '것', '사실', '수년', '피해자', '투', '자금', '명목', '돈', '등', '명', '정도', '분', '사실', '확인', '를', '주시', '저', '힘', '주시', '인사', '수년', '사람', '씨', '금전', '정신', '아픔', '사실', '알', '시청', '지하철역', '매장', '매장', '르', '매장', '그녀', '간', '곳', '그녀', '금전', '정신', '피해', '고통', '사례', '수', '정도', '매번', '그녀', '수법', '금전', '사고', '각서', '성문', '등', '일', '반복', '진행', '고소', '후', '지난', '수년', '피해', '사람', '로부터', '인사', '반드시', '구속', '달라', '피해', '사실', '확인', '서도', '수십', '명', '씨', '특기', '자신', '목적', '위해', '사람', '사이', '간질', '저', '제', '주변', '사람', '접근', '말', '간질', '사실', '알', '수년', '전', '사건', '관계', '이용', '거짓', '일관', '패턴', '사실', '확인', '를', '대부분', '피해자', '저', '꼭', '잘못', '만큼', '법', '처벌', '끝', '힘', '내달', '응원', '보태', '의', '사기', '피해', '행각', '모두', '알', '사과', '협의', '남편', '씨', '진실', '진심', '수', '수수방관', '그때', '그때', '일', '모면', '방어', '급', '남편', '이용', '정부', '지원', '자금', '사람', '접근', '호언', '장담', '거짓', '온갖', '해', '끼', '씨', '이제', '남편', '뒤', '정치인', '누가', '말', '걸', '우기', '반드시', '처벌', '도청', '그', '소속', '정당', '국민신문고', '청와대', '청원', '인', '시위', '계획', '소시민', '소상', '공인', '경제', '때', '경력', '단절', '여성', '접근', '더', '고통', '씨', '행각', '지금', '시대', '더', '이상', '피해', '확산', '민원', '처리', '법적', '처벌', '반드시', '사기', '행각', '피해', '대책', '위원회', '일동', '피해', '기사', '내용', '기업', '사회', '활동가', '도의', '부인', '사기', '의혹', '경인일보', '손', '성배', '기자', '게시', '물의', '일부', '내용', '국민', '청원', '요건', '위배', '관리자', '수정']",NO
"['우리', '아이', '들', '의', '안전', '이', '위협', '당', '하고', '있습니다', '송중', '운송', '통합', '후', '이전', '우리', '아이', '안전', '위협', '부산', '해운대구', '송중', '운송', '중이', '통합', '내년', '운송', '부지', '아이', '학교생활', '시작', '통합', '합의', '시', '운송', '부지', '학교', '건물', '리', '모델링', '목적', '강당', '신축', '학교', '이전', '진행', '계획', '강당', '공사', '연기', '학교', '홈페이지', '공지', '완공', '예정', '신입생', '학부모', '이전', '해당', '현', '송중', '학년', '학부모', '가정', '통신', '등', '안내', '홈페이지', '공지', '확인', '몇몇', '학부모', '문의', '해운대', '교육청', '담당자', '설명', '회', '설명', '회', '참석', '학부모', '요구사항', '현', '반송', '중학교', '완료', '후', '학교생활', '것', '목적', '강당', '공사', '진행중', '학교', '학생', '등교', '경우', '공사', '차량', '및', '건축', '자재', '적재', '안전', '문제', '공사', '소음', '먼지', '등', '우리', '아이', '노출', '우려', '때문', '더욱', '문제', '현', '송중', '학년', '재학생', '예비', '중학생', '초등', '학년', '또한', '현장', '학교생활', '중', '환경', '피해자', '겨울방학', '시작', '현재', '인근', '개', '초등학교', '조차', '예비', '중학생', '학부모', '사실', '경우', '교육청', '답변', '학부모', '기', '행정절차', '조례', '제정', '완료', '더', '이상', '현', '송중', '부지', '학생', '수용', '수', '것', '아이', '사장', '몰리', '나름', '교육', '전문가', '교육청', '관계자', '탁상', '행정', '여명', '학생', '학교', '공사', '곳', '이전', '강행', '이', '본교', '학부모', '학교', '이전', '심각', '인지', '교육청', '조례', '재개', '정', '촉구', '학부모', '의원', '회', '의결', '학부모', '회', '주관', '금', '실시', '송중', '이전', '관', '전체', '학부모', '대상', '설문조사', '결과', '의', '학', '부모님', '강당', '공사', '완료', '후', '이전', '결과', '나머지', '학', '부모님', '의견', '또한', '전적', '사전', '이전', '수용', '교육청', '전후', '강당', '공사', '실시', '조례', '재정', '등', '행정절차', '돌파구', '상황', '현', '송중', '사전', '수업', '수', '방법', '구체', '제시', '입장', '셨습', '이번', '설문조사', '통해', '가장', '먼저', '아이', '안전', '우선', '시', '재학생', '학', '부모님', '뜻', '다시', '한번', '확인', '교육청', '담당자', '실적', '최대', '피해자', '우리', '아이', '체면', '때문', '바로', '다시', '조례', '제정', '수', '선례', '수', '때문', '이전', '답', '학교', '그', '곳', '곳', '다그', '법도', '아이', '안전', '우선', '일', '수', '학교', '공사', '진행중', '곳', '문제', '교육청', '말', '세상', '부모', '사장', '자녀', '수', '대규모', '공사', '안전', '그', '누구', '장담', '부디', '어른', '잘못', '아이', '안전', '위협', '요소', '외양간', '격', '어른', '송중', '학부모', '회', '송중', '학생', '안전', '대책', '위원회']",NO
"['재난', '기본소득', '1', '인당', '100만원', '지급', '청원', '김경수', '경남', '사의', '페이스북', '갈무리', '코로나', '재난', '상황', '위기', '상황', '극복', '위', '국민', '재난', '기본소득', '지급', '방안', '제안', '코로나', '로', '국민', '경제', '어려움', '도내', '자영', '업자', '상공', '어려움', '말', '것', '코로나', '전', '세계', '확산', '국가', '교역', '수출', '영향', '시작', '코로나', '로', '세계', '경제', '위기', '현실', '것', '걱정', '불안', '갈수록', '한마디', '지금', '경제', '위기', '대한', '국가', '차원', '특단', '대책', '준비', '시기', '생각', '정부', '어려움', '극복', '위', '추경안', '국회', '제출', '추경', '반드시', '현재', '상황', '극복', '위', '임시', '대책', '미래', '위기', '위', '근본', '대책', '것', '사실', '과거', '세계', '경제', '위축', '때', '선진국', '특단', '대책', '수', '시장', '과감', '위기', '극복', '우리', '대책', '지금', '준비', '지금', '한국', '경제', '가장', '문제', '수', '시장', '돈', '것', '그동안', '수출', '통해', '이제', '그', '상황', '수', '수출', '동시', '위축', '우리', '경제', '타격', '일자리', '대폭', '감소', '것', '일자리', '감소', '다시', '소득', '감소', '수', '시장', '더', '악순환', '것', '악순환', '고리', '수', '시장', '과감', '수', '특단', '대책', '모든', '국민', '재난', '기본소득', '일시', '지원', '것', '정부', '국회', '제안', '경제', '위', '투자', '시기', '규모', '꼭', '시기', '정도', '과감', '투자', '효과', '수', '전', '국민', '동시', '지급', '이유', '시간', '위해', '대상자', '선별', '시간', '행정', '비용', '겨를', '대신', '재난', '기본소득', '필요', '소득', '층', '대해', '년도', '지급', '금액', '세금', '다시', '방안', '대안', '제안', '모든', '국민', '재난', '기본소득', '원', '지급', '약', '원', '재원', '원', '지급', '이면', '올해', '재난', '기본소득', '통해', '경제', '활성화', '재정부', '내년', '조세', '수입', '증가', '통해', '완화', '수', '올해', '지급', '기본소득', '중', '소득', '층', '대해', '내년', '세금', '납부', '시', '지급', '금', '전액', '환수', '시장', '확대', '통해', '경기', '활성화', '전체', '수입', '증가', '것', '경제', '전문가', '원', '재난', '기본소득', '투자', '활성화', '통해', '수입', '원', '것', '추정', '여기', '소득', '층', '기본소득', '지급', '액', '년도', '세금', '얼마나', '환수', '정부', '재정', '부담', '크게', '완화', '수', '원', '지급', '방법', '통해', '절반', '가까이', '재정', '부담', '대강', '예산', '비용', '국민', '재난', '기본소득', '시행', '재난', '기본소득', '현금', '복지', '침체', '수', '시장', '위', '대규모', '투자', '하루', '하루', '버티고', '서민', '희망이', '투자', '정부', '국회', '절박', '심정', '건의', '지금', '통상', '비상', '상황', '세계', '경제', '미래', '갈수록', '과감', '결단', '추진', '때', '이번', '추경', '예산안', '심의', '과정', '국민', '재난', '기본소득', '도입', '논의', '줄', '것', '국회', '정부', '간곡', '요청', '이상', '브리핑', '좀', '더', '세금', '환수', '방안', '제안', '소득세', '사람', '기본소득', '소득세', '자료', '사람', '지급', '내년', '연말정산', '소득', '기준', '이상은', '환급', '이상은', '환급', '이상은', '환급', '이상은', '환급', '이상은', '환급', '나머지', '무', '자료', '이하', '소득', '환급']",Yes
"['대기업', '게임', '사', '운영', '관리', '게임', '회사', '모바일', '게임', '게임', '운영', '게임', '컨텐츠', '중', '끝', '클리어', '유료', '재화', '정도', '보상', '버그', '악용', '유료', '재화', '를', '복사', '불법', '사용', '이일', '유저', '누구', '돈', '내면', '게임', '누구', '돈', '이', '게임', '사', '쪽', '은', '버그', '피해', '공식', '사과문', '도', '유저', '기만', '과도', '현질', '유도', '버그', '악용', '남발', '및', '버그', '대한', '대처', '운영', '관리', '등', '이익', '창', '신경', '유저', '운영', '방식', '정신', '피해', '물질', '피해', '정부', '크게', '게임', '사', '관여', '생각', '게시', '물의', '일부', '내용', '국민', '청원', '요건', '위배', '관리자', '수정']",NO
"['꼭', '읽어주시기', '바랍나다', '저', '는', '다쳐도', '치료받지', '못', '했던', '사회', '복무', '요원', '들', '중', '한', '명', '입니다', '안녕하십니까', '제', '저', '노인', '요양원', '시설', '근무', '중인', '사회', '복지', '요원', '국민신문고', '로', '글', '불이익', '뿐', '여기', '글', '노인', '요양원', '시설', '시설', '어르신', '수', '명', '정도', '근무', '사회', '복무', '요원', '저', '포함', '명', '달', '한번', '잡초', '제거', '잡초', '제거', '걸', '잔디밭', '흙', '거리', '흙산', '수', '를', '끌', '언덕', '위로', '흙', '삽', '퍼', '잔디밭', '뿌리', '산생', '돌', '돌', '제거', '근무', '산책로', '공사', '흙길', '이레', '언덕길', '자갈', '더', '언덕길', '나무', '제', '직접', '수레', '언덕길', '위로', '나무', '심', '때', '삽질', '키', '허리', '부담', '업무', '선임', '나무', '심', '때', '좀', '그', '주', '휴가', '다른', '사회', '봉사', '오신', '분', '내내', '나무', '수', '를', '끌', '삽질', '병무청', '이야기', '나라', '충성', '심', '미음', '라거', '그', '정도', '업무', '것', '라거', '이제', '산책로', '보수', '공사', '보조', '도', '건', '일회용', '마스크', '나무', '발생', '먼지', '좀', '나무', '판', '요', '맨', '처음', '방일', '설거지', '때', '바닥', '청소', '등', '때', '허리', '부담', '좀', '바깥', '업무', '허리', '디스크', '걸', '추측', '저', '원래', '눈', '때문', '사회', '복무', '요원', '계속', '업무', '도중', '허리', '통증', '한쪽', '다리', '가끔', '쓰기', '정도', '통증', '제', '사비', '진단', '준비', '병무청', '법적', '방법', '근무', '합의', '국장', '그게', '배려', '고작', '허리', '디스크', '가지', '선생님', '허리', '디스크', '누구', '가지', '저', '허리', '디스크', '두', '군데', '발견', '하나', '중기', '의사', '선생님', '일주일', '동안', '약', '일주일', '뒤', '통증', '치료', '테평', '소리', '하나', '제', '사비', '치료', '병가', '눈물', '겨울', '정도', '말', '지금', '일제', '강점', '기', '시대', '제적', '인지도', '나라', '대한', '충성', '심', '강요', '일반', '조차', '복지', '시설', '사회', '복무', '요원', '투입', '업무', '대한', '기준', '옛날', '방식', '그대로', '수준', '최소한', '허리', '디스크', '초기', '중기', '더', '전', '제대로', '처치', '나', '도움', '주어', '못', '걸', '정도', '면제', '치료', '사비', '로', '게', '말입', '이', '뭔가', '우리', '사람', '인권', '존재', '일', '도', '감수', '최저', '시급', '못', '채', '일', '사회', '복무', '규정', '절대', '사회', '복무', '요원', '편이', '혐오', '업무', '규정', '유해', '오염', '폐기물', '수준', '인정', '사회', '복지사', '일인', '어르신', '똥', '오줌', '기저귀', '일', '사회', '복무', '요원', '혐오', '업무', '규정', '삭제', '거란', '대체', '상식', '입', '병무청', '현역', '오히려', '기회', '세계', '노동', '기준', '협약', '사회', '복무', '요원', '갈레', '현역', '갈레', '로', '피해', '비상', '적', '짓', '정상', '사고', '보기', '최소한', '사회', '복무', '요원', '제대로', '치료', '도움', '주거', '업무', '대한', '기준', '때', '상황', '맟춰', '도움', '우리', '위협', '법', '우리', '소모품', '깡통', '로봇', '도', '인권', '이란', '존재', '일반인', '거부', '장애우', '시설', '노인', '복지', '시설', '등', '사회', '복무', '요원', '대우', '법', '마련']",NO
"['코로나', '가해자', '에게는', '그', '에', '상응', '하는', '책임', '을', '물어주세요', '저', '두', '아이', '직장', '생활', '대한민국', '가정', '주부', '이자', '워킹맘', '다모', '국민', '코로나', '사태', '장기', '아이', '학교', '유치원', '회사', '일상', '이제', '상황', '달', '아이', '집', '데리', '결코', '일', '혹시', '감염', '대한', '우려', '지역', '사회', '코로나', '바이러스', '확산', '방지', '위', '개인', '위생', '사회', '거리', '두기', '실천', '기본', '것', '답', '생각', '꾹', '정부', '지침', '실천', '불구', '제', '코로나', '가해자', '대한', '책임', '물어', '달라', '요청', '이유', '산발', '계속', '감염', '소식', '일부', '이해', '수', '집단', '기적', '행태', '정말', '태', '수', '회의', '감', '불합리', '생각', '때문', '먼저', '누', '사태', '지난달', '이전', '감염', '분', '이후', '타인', '통해', '본의', '감염', '분', '대해', '말씀', '게', '그', '이', '코로나바이러스', '피해', '자임', '요하', '정보', '은폐', '자신', '신분', '채', '도처', '활동', '신천지', '교인', '또', '정부', '집회', '자제', '권고', '차례', '본인', '신앙', '생활', '안중', '일부', '종교', '마지막', '세계', '비상', '시국', '굳이', '여행', '개인', '행복', '추구', '일부', '분', '위', '가지', '유형', '집단', '인간', '코로나', '바이러스', '피해자', '가해자', '생각', '공동체', '의식', '전혀', '이기', '인간', '때문', '당장', '하루', '종일', '방호복', '채', '일', '의료', '진', '고생', '말', '것', '정부', '지자체', '관계자', '또', '얼마나', '애', '또', '당장', '이', '코로나', '여파', '자영', '업자', '소상', '공인', '모두', '파탄', '일용직', '노동자', '및', '비정규직', '노동자', '생계', '마저', '위협', '학생', '차례', '연기', '개학', '교육', '침해', '그', '연쇄', '작용', '일반', '국민', '또', '얼마나', '피해', '모든', '피해', '일일', '말', '안해', '생각', '가해자', '일반', '피해자', '국민', '세금', '무상', '생활', '원금', '매우', '못', '처사', '생각', '다시', '한번', '말', '저', '이', '코로나', '바이러스', '전부', '개인', '책임', '생각', '코로나', '바이러스', '모든', '분', '가해자', '비난', '바이러스', '감염', '누군가', '목숨', '앗', '수', '상황', '임', '인지', '공공', '안위', '개인', '자유', '우선', '시', '본인', '스스로', '감염', '노출', '지역', '사회', '위협', '준', '이', '인간', '분명', '가해자', '생각', '이', '대해', '처벌', '요구', '형사', '처벌', '본인', '의료', '역학', '조사', '결과', '본인', '동선', '내', '밀접', '접촉', '자', '검사', '비', '및', '확', '진자', '발생', '경우', '그', '대한', '의료', '비', '모두', '구상권', '청구', '본인', '행동', '배상', '책임', '도록', '조항', '정부', '권고', '사항', '멋대로', '최소한', '각심', '자가', '격리', '기간', '함부로', '저', '공동체', '의식', '결여', '일부', '때문', '대다수', '일반', '국민', '피해', '이', '상황', '불구', '이', '가해자', '국민', '세금', '지원', '상황', '못', '상황', '생각', '의미', '이', '책임']",Yes
"['장애인', '분들', '의', '삶', '을', '제발', '지켜주세요', '저', '지금', '장애인', '활동', '보조', '선생님', '대한민국', '국민', '장애인', '삶', '부분', '글', '제발', '제', '글', '공감', '도움', '길이', '니', '제', '청원', '활동', '보조', '선생님', '도움', '달', '법', '장애인', '규제', '저', '실제', '장애인', '직업', '이', '법', '규제', '대해', '최', '증장', '애인', '해당', '선', '생각', '도움', '물', '모금', '독거', '장애인', '현실', '이', '장애인', '절망', '일반인', '삶속', '장애인', '죽음', '의미', '하루하루', '통증', '합병증', '병마', '장애인', '삶', '조금', '또한', '중', '증장', '애인', '본인', '선생님', '현실', '다중', '증장', '애인', '보조', '일', '결코', '일이', '장애인', '분과', '보조', '선생님', '관계', '울타리', '장애인', '인권', '삶', '존중', '대한민국', '국민', '사람', '청원', '글']",NO
"['인천', '송도', '112', '공구', '매립', '조성', '공사', '관련', '인천', '경', '제', '자유', '구', '역청', '과', '중공업', '의', '독단', '적', '인', '관리', '감독', '에', '대한', '감사', '를', '청원', '합니다', '인천', '제청', '및', '중공업', '송도', '공구', '매립', '조성', '공사', '진행', '송도신도시', '공사', '진행', '중인', '시공', '업체', '및', '토사', '운반', '업체', '정지', '업체', '근로자', '일용직', '중공업', '관리', '하', '토사', '출하', '매립', '해당', '공사', '바다', '매립', '토지', '조성하', '공사', '인천', '제청', '토사', '반입', '의뢰', '신청', '승인', '공사', '진행', '공사', '관리', '및', '감독', '인천', '경제', '청과', '중공업', '타당', '규정', '준수', '감독', '대한', '여부', '조사', '시기', '업체', '매립지', '조성', '위', '토사', '반입', '시', '토사', '반입', '규정', '준수', '진행', '중공업', '관리', '감독', '납득', '원칙', '토사', '반입', '규제', '난', '회사', '손실', '장비', '덤프', '트럭', '및', '기사', '불도저', '및', '기사', '포크레인', '및', '기사', '일용직', '근로자', '달', '평균', '내외', '근무', '케', '생계', '유지', '어려움', '토사', '반입', '시', '현장', '승인', '요청', '시', '토사', '시험', '성적', '를', '제출', '타당성', '여부', '조사', '후', '반입', '승인', '매립', '현장', '토사', '반입', '모든', '절차', '규정', '토사', '반입', '토사', '반입', '관리', '중공업', '현장', '관리자', '토사', '토사', '반입', '목표량', '충당', '매립', '기간', '시간', '를', '과연', '매립', '기간', '무한정', '연장', '것', '효율', '시일', '내', '매립', '공사', '완료', '함', '불구', '인천', '제청', '급여', '중공업', '관리자', '기간', '지연', '시간', '끌', '국가', '혈세', '시공', '회사', '및', '정지', '업체', '운반', '업체', '덤프', '트럭', '및', '기사', '불도저', '및', '기사', '포크레인', '및', '기사', '일용직', '근로자', '생계', '어려움', '그', '과정', '중공업', '무기한', '연장', '특혜', '의혹', '인천', '제청', '중공업', '특혜', '여부', '논란', '제기', '시공', '업체', '등', '과연', '중공업', '관리', '감독', '정상', '감독', '의문', '아래', '사항', '대한', '답변', '촉구', '토사', '함수', '비율', '토사', '반입', '금지', '토사', '함수', '비율', '예비', '타당성조사', '합격', '승인', '반입', '거부', '시공사', '현장', '원칙', '준수', '중공업', '토사', '관계', '덤프트럭', '하루', '수입', '감소', '시공사', '및', '덤프', '트럭', '운행', '업체', '막대', '손해', '보고', '작업', '중단', '중공업', '덤프', '트럭', '차량', '수', '제한', '휴일', '및', '기상', '악화', '근무', '불가능', '날', '토사', '반입', '금지', '작업', '중단', '장비', '덤프', '트럭', '기사', '일용직', '인력', '난', '경제', '손실', '누가', '감수', '것입', '중공업', '소장', '및', '현장', '감독', '자', '인천', '제청', '급여', '지급', '시간', '끌', '통해', '매립', '기간', '연장', '국민', '혈세', '것', '조사', '시기', '위', '내용', '송도', '공구', '매립', '조성', '공사', '관련', '인천', '제청', '담당자', '및', '중공업', '시공', '현장', '관리소', '토사', '반입', '의무', '시공사', '규정', '준수', '또한', '매립', '기간', '언제', '완료', '것', '인지', '대한', '감사', '촉구', '바', '게시', '물의', '일부', '내용', '국민', '청원', '요건', '위배', '관리자', '수정']",NO
